ID,testID,Na,Mo,Mg,P,B,H,Cr,Ca,Ni,Ag,Cu,Sn,Al,Mn,Pb,Fe,Si,Ba,Sb,Zn,trialDate,trialNum
22369,30,0,0,0,0,0,8371,0,0,0,0,0,0,0,0,2,0,5,0,NULL,0,2002-12-19 00:00:00.000,1
22371,30,1,74,247,1001,100,7929,7,1728,0,0,2,0,1,0,0,6,3,0,NULL,1153,2002-12-19 00:00:00.000,1
22372,30,0,0,0,2,0,8508,0,1,0,0,0,0,0,0,0,0,4,0,NULL,1,2002-12-19 00:00:00.000,1
22329,30,0,0,0,0,0,7027,0,1,0,0,0,0,0,0,1,0,0,0,NULL,2,2002-12-10 00:00:00.000,1
22326,40,3,0,1,28,0,4365,0,9,0,0,12,0,0,0,0,71,5,7,NULL,6,2002-12-12 00:00:00.000,1
22338,30,19495,2,1817,113,2,4961,8,50527,8,3,189,0,170,8,12,225,356,0,NULL,101,2002-12-13 00:00:00.000,1
22363,30,0,0,0,0,0,7791,0,0,0,0,1,0,0,0,0,0,0,0,NULL,0,2002-12-13 00:00:00.000,1
22370,30,0,0,0,49,0,8082,0,0,0,0,2,0,0,0,0,4,2,0,NULL,1,2002-12-19 00:00:00.000,1
22374,30,0,0,0,0,0,8332,0,0,0,0,0,0,0,0,0,0,5,0,NULL,0,2002-12-19 00:00:00.000,1
22376,30,0,0,0,0,0,8217,0,0,0,0,0,0,0,0,0,0,2,0,NULL,0,2002-12-19 00:00:00.000,1
22379,30,0,0,0,0,0,8233,0,0,0,0,0,0,0,0,0,4,1,0,NULL,1,2002-12-19 00:00:00.000,1
22380,30,286,0,0,57716,0,9572,0,0,0,0,0,0,0,0,0,0,3,0,NULL,0,2002-12-19 00:00:00.000,1
22388,30,0,0,0,6,0,8191,0,1,0,0,0,0,0,0,0,0,0,0,NULL,1,2002-12-19 00:00:00.000,1
22394,30,0,0,0,51,0,8048,0,3,0,0,0,0,0,0,0,0,7,0,NULL,1,2002-12-19 00:00:00.000,1
22396,30,0,0,0,52,0,8055,0,1,0,0,0,0,0,0,0,1,3,0,NULL,1,2002-12-19 00:00:00.000,1
22398,30,0,0,0,0,0,8049,0,0,0,0,2,0,0,0,0,0,6,0,NULL,2,2002-12-19 00:00:00.000,1
22406,30,0,0,0,10,0,9893,0,0,0,0,18,0,0,0,0,13,1,0,NULL,2,2002-12-20 00:00:00.000,1
22407,30,2,0,1,263,0,7959,0,85,0,0,0,0,0,0,0,0,0,0,NULL,411,2002-12-20 00:00:00.000,1
22337,30,33799,5,846,14,2,3714,8,61659,3,0,317,6,43,6,12,69,194,0,NULL,7,2002-12-13 00:00:00.000,1
22393,30,0,0,0,0,0,8422,0,0,0,0,0,0,0,0,0,0,6,0,NULL,1,2002-12-19 00:00:00.000,1
22395,30,0,0,0,40,0,8094,0,3,0,0,0,0,0,0,0,6,3,0,NULL,1,2002-12-19 00:00:00.000,1
22381,30,38603,9,2385,69,4,7043,12,70112,19,2,1604,30,364,20,44,309,619,0,NULL,163,2002-12-20 00:00:00.000,1
22382,30,31,8,3,184,1,5321,4,13,1,0,12,12,9,2,7,111,9,0,NULL,215,2002-12-20 00:00:00.000,1
22383,30,10,3,1,226,0,6948,4,14,0,0,68,1,1,2,43,379,6,0,NULL,183,2002-12-20 00:00:00.000,1
22401,30,32109,0,849,0,1,5251,1,36947,0,0,7,0,51,1,0,60,122,0,NULL,7,2002-12-20 00:00:00.000,1
22402,30,701,0,787,414,0,8379,3,33262,0,0,5,0,37,5,0,216,190,0,NULL,160,2002-12-20 00:00:00.000,1
22342,40,6,0,3,118,0,4621,2,26,1,0,1,0,0,6,0,598,13,10,NULL,13,2002-12-20 00:00:00.000,1
22366,40,42,0,45,442,0,4634,1,4630,1,0,84,0,573,9,11,322,74,6,NULL,64,2002-12-20 00:00:00.000,1
22367,40,6,0,2,27,8,4609,0,49,3,0,38,0,21,0,0,20,9,9,NULL,6,2002-12-20 00:00:00.000,1
22371,40,2,10,121,85,15,4664,25,195,0,0,6,1,0,0,0,32,5,9,NULL,111,2002-12-20 00:00:00.000,1
22410,30,0,0,0,748,0,8437,0,3,0,0,0,0,0,0,0,0,18,0,NULL,1,2002-12-30 00:00:00.000,1
22414,30,45300,11,1993,6,4,4389,10,64621,9,1,24,41,273,10,29,192,400,0,NULL,114,2002-12-30 00:00:00.000,1
22415,30,30155,2,2262,88,3,5426,5,63083,3,0,7,0,207,7,14,191,487,0,NULL,154,2002-12-30 00:00:00.000,1
22389,40,741,666,25,89,71,17569,64,45,235,6,456,97,671,33,314,7689,84,80,NULL,6810,2002-12-19 00:00:00.000,1
22364,30,0,0,0,0,0,8165,0,1,0,0,0,0,0,0,0,0,1,0,NULL,2,2002-12-19 00:00:00.000,1
22365,30,1,0,0,1,0,8545,0,1,0,0,0,0,0,0,0,0,1,0,NULL,4,2002-12-19 00:00:00.000,1
22373,30,0,0,0,2,0,8420,0,1,0,0,0,0,0,0,0,0,2,0,NULL,0,2002-12-19 00:00:00.000,1
22375,30,0,0,0,0,0,8415,0,1,0,0,0,0,0,0,0,0,3,0,NULL,0,2002-12-19 00:00:00.000,1
22399,30,0,0,0,0,0,8229,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2002-12-19 00:00:00.000,1
22400,30,0,0,0,0,0,8051,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,2002-12-19 00:00:00.000,1
22384,30,39967,5,2190,28,3,7076,10,64455,12,1,881,14,326,13,35,258,450,0,NULL,125,2002-12-20 00:00:00.000,1
22387,30,25013,1,1932,187,2,6891,11,60702,19,1,2149,2,202,12,14,306,399,0,NULL,194,2002-12-20 00:00:00.000,1
22403,30,43418,6,2252,0,4,6635,19,63777,22,1,2536,27,473,16,40,482,617,0,NULL,132,2002-12-20 00:00:00.000,1
22404,30,32,0,254,123,0,3573,2,15727,2,0,25,0,13,5,1,34,77,0,NULL,3,2002-12-20 00:00:00.000,1
22411,30,0,0,1,735,0,8211,0,4,0,0,0,0,0,0,0,1,23,0,NULL,1,2002-12-30 00:00:00.000,1
22412,30,7,75,197,1068,94,8106,2,1671,0,0,5,0,1,0,4,8,6,0,NULL,1191,2002-12-30 00:00:00.000,1
22416,30,37616,2,1712,0,4,4059,5,58952,3,0,7,18,280,7,16,214,534,0,NULL,362,2002-12-30 00:00:00.000,1
22418,30,31,0,129,1270,292,7963,0,1868,0,0,4,0,2,0,4,5,5,4,NULL,1527,2003-01-07 00:00:00.000,1
22378,30,1,0,0,0,0,8175,0,0,0,0,0,0,0,0,7,0,3,0,NULL,2,2002-12-19 00:00:00.000,1
22397,30,0,0,0,0,0,8275,0,0,0,0,1,0,0,0,0,0,1,0,NULL,1,2002-12-19 00:00:00.000,1
22385,30,51878,7,2644,18,4,6597,22,69968,43,1,3811,20,411,13,30,322,487,0,NULL,220,2002-12-20 00:00:00.000,1
22386,30,3762,0,1311,333,34,7116,5,44028,0,0,6,0,62,4,0,106,249,0,NULL,238,2002-12-20 00:00:00.000,1
22341,40,2,0,1,24,2,4713,0,4,0,0,2,0,0,0,0,89,5,12,NULL,2,2002-12-20 00:00:00.000,1
22419,30,3,79,237,1052,107,8061,2,1782,0,0,3,0,1,0,1,5,3,5,NULL,1224,2003-01-07 00:00:00.000,1
22420,30,5,88,144,1036,102,8082,6,1834,0,0,6,0,1,0,4,12,5,1,NULL,1308,2003-01-07 00:00:00.000,1
22421,30,0,0,0,5,0,8656,0,0,0,0,0,0,0,0,0,1,0,2,NULL,0,2003-01-07 00:00:00.000,1
22426,30,2,0,0,0,0,8359,0,1,0,0,1,2,0,0,1,2,3,0,NULL,2,2003-01-07 00:00:00.000,1
22427,30,1,0,0,0,0,8355,0,0,0,0,0,0,0,0,0,1,5,0,NULL,1,2003-01-07 00:00:00.000,1
22429,30,1,0,0,1,0,8273,0,1,0,0,0,0,0,0,0,0,2,0,NULL,4,2003-01-07 00:00:00.000,1
22430,30,5,0,0,1,0,8430,0,1,0,0,4,0,0,0,2,2,4,0,NULL,3,2003-01-07 00:00:00.000,1
22433,30,0,0,0,3,0,8512,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2003-01-07 00:00:00.000,1
22439,30,0,1,0,2,0,8583,0,0,0,0,0,0,0,0,1,0,3,1,NULL,1,2003-01-07 00:00:00.000,1
22440,30,0,0,0,0,0,8476,0,0,0,0,0,0,0,0,5,2,4,0,NULL,0,2003-01-07 00:00:00.000,1
22405,30,722,0,942,167,0,5516,0,28390,0,0,199,0,146,5,11,327,511,0,NULL,116,2002-12-20 00:00:00.000,1
22409,30,1,0,0,1674,0,6693,0,1,0,0,45,2,0,0,0,3,9,0,NULL,3,2002-12-30 00:00:00.000,1
22413,30,1,0,0,0,0,8483,0,0,0,0,0,0,0,0,1,1,0,0,NULL,0,2002-12-30 00:00:00.000,1
22417,30,28612,1,1575,213,3,8602,6,46422,5,0,41,0,238,6,83,170,294,0,NULL,318,2002-12-30 00:00:00.000,1
22424,30,0,0,0,5,0,8612,0,0,0,0,0,0,0,0,0,0,2,2,NULL,0,2003-01-07 00:00:00.000,1
22425,30,1,0,1,3,0,8383,0,13,0,0,1,0,0,0,0,1,3,1,NULL,1,2003-01-07 00:00:00.000,1
22432,30,0,0,0,1671,1,6544,0,0,0,0,36,2,0,0,0,2,5,0,NULL,6,2003-01-07 00:00:00.000,1
22441,30,1,0,0,171,15,8416,0,23,0,0,2,0,0,0,0,0,0,1,NULL,1,2003-01-07 00:00:00.000,1
22443,30,3,0,1,373,0,8565,0,94,1,0,14,0,0,0,3,1,1,1,NULL,635,2003-01-07 00:00:00.000,1
22444,30,268,0,0,56724,0,9957,1,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2003-01-07 00:00:00.000,1
22447,30,0,0,0,3,0,8205,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2003-01-07 00:00:00.000,1
22408,30,199,0,562,83,13,5220,0,135,0,0,1,0,13,1,0,53,2102,0,NULL,5,2003-01-07 00:00:00.000,1
22455,30,0,0,0,5,0,8338,0,1,0,0,0,0,0,0,0,5,0,2,NULL,1,2003-01-08 00:00:00.000,1
22456,30,0,0,0,0,0,7968,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,2003-01-08 00:00:00.000,1
22457,30,0,0,0,2,0,8024,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,2003-01-08 00:00:00.000,1
22422,30,0,0,0,5,0,8827,0,0,0,0,0,0,0,0,0,0,13,3,NULL,0,2003-01-07 00:00:00.000,1
22423,30,1,0,0,4,0,8625,0,0,0,0,0,0,0,0,0,0,1,1,NULL,0,2003-01-07 00:00:00.000,1
22428,30,1,0,0,3,0,8453,0,2,0,0,0,0,0,0,0,0,1,0,NULL,6,2003-01-07 00:00:00.000,1
22431,30,6,0,0,7,0,8721,0,1,0,0,0,0,0,0,2,3,29,13,NULL,2,2003-01-07 00:00:00.000,1
22434,30,0,0,0,2,0,8522,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,2003-01-07 00:00:00.000,1
22435,30,0,0,0,3,0,8399,0,0,0,0,0,0,0,0,0,0,2,0,NULL,0,2003-01-07 00:00:00.000,1
22436,30,0,0,0,0,0,8230,0,0,0,0,0,0,0,0,0,0,2,0,NULL,0,2003-01-07 00:00:00.000,1
22437,30,0,0,0,3,0,8185,0,0,0,0,0,0,0,0,0,7,0,0,NULL,1,2003-01-07 00:00:00.000,1
22438,30,0,0,0,0,0,8284,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,2003-01-07 00:00:00.000,1
22442,30,0,0,0,54,0,8078,0,0,0,0,19,0,0,0,0,8,20,0,NULL,2,2003-01-07 00:00:00.000,1
22445,30,283,1,0,56839,0,10525,1,0,0,1,0,0,0,0,0,0,0,0,NULL,0,2003-01-07 00:00:00.000,1
22446,30,0,0,0,14,0,8329,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,2003-01-07 00:00:00.000,1
22448,30,0,0,0,7,0,8473,0,0,0,0,0,0,0,0,0,0,1,1,NULL,0,2003-01-07 00:00:00.000,1
22449,30,0,0,0,9,0,8441,0,0,0,0,0,0,0,0,0,0,1,2,NULL,0,2003-01-07 00:00:00.000,1
22454,30,4,73,206,1001,104,8138,0,1690,1,0,1,0,1,0,1,5,3,8,NULL,1084,2003-01-08 00:00:00.000,1
22458,30,1,0,0,68,0,8328,0,1,1,0,57,6,0,0,1,34,2,4,NULL,1,2003-01-08 00:00:00.000,1
22459,30,0,0,0,1,0,8298,0,0,0,0,1,0,0,0,0,0,0,1,NULL,0,2003-01-08 00:00:00.000,1
22460,30,0,0,0,31,0,8231,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,2003-01-08 00:00:00.000,1
22461,30,0,0,0,305,0,8384,0,70,1,0,32,0,0,0,1,1,0,3,NULL,497,2003-01-08 00:00:00.000,1
22462,30,255,0,0,57381,0,9518,0,0,0,0,0,0,0,0,0,0,1,0,NULL,1,2003-01-08 00:00:00.000,1
22463,30,0,0,0,6,0,8482,0,0,0,0,0,0,0,0,0,0,0,4,NULL,1,2003-01-08 00:00:00.000,1
22464,30,1,0,0,6,0,8503,0,1,0,0,0,0,0,0,0,0,1,3,NULL,1,2003-01-08 00:00:00.000,1
22465,30,3,77,260,1011,96,7916,4,1779,0,0,4,0,1,0,4,7,3,3,NULL,1211,2003-01-08 00:00:00.000,1
22466,30,0,0,0,171,0,8437,0,48,0,0,7,0,0,0,0,0,0,3,NULL,284,2003-01-08 00:00:00.000,1
22442,40,3,0,1,56,0,5022,0,10,0,0,253,9,0,0,1,84,6,27,NULL,6,2003-01-08 00:00:00.000,1
22458,40,8,0,5,155,1,5091,1,18,9,0,1513,76,1,6,1,770,24,40,NULL,17,2003-01-08 00:00:00.000,1
22461,40,2,0,0,42,0,4709,0,9,0,0,1,1,0,0,0,2,0,25,NULL,9,2003-01-08 00:00:00.000,1
22505,30,0,0,0,6,0,8294,0,2,0,0,0,0,0,0,0,0,3,0,NULL,1,2003-01-10 00:00:00.000,1
22511,30,256,0,0,56970,0,10224,0,0,0,0,0,0,0,0,0,0,2,0,NULL,0,2003-01-14 00:00:00.000,1
22512,30,1,0,0,0,0,8553,0,2,0,0,0,0,0,0,5,0,6,0,NULL,2,2003-01-14 00:00:00.000,1
22467,30,14,82,65,1095,119,8017,0,1734,0,0,8,1,1,0,18,4,3,6,NULL,1276,2003-01-08 00:00:00.000,1
22420,40,2,0,10,80,3,5004,14,69,0,0,4,0,0,0,0,26,8,31,NULL,68,2003-01-08 00:00:00.000,1
22504,30,2,1,1,374,0,8630,0,93,1,0,13,0,0,0,3,3,3,0,NULL,612,2003-01-10 00:00:00.000,1
22506,30,0,0,0,4,0,8354,0,2,0,0,0,0,0,0,0,0,3,0,NULL,1,2003-01-10 00:00:00.000,1
22507,30,0,0,0,3,0,8164,0,0,0,0,0,0,0,0,0,0,4,0,NULL,1,2003-01-10 00:00:00.000,1
22508,30,0,0,0,4,0,8244,0,0,0,0,0,0,0,0,0,0,2,0,NULL,1,2003-01-10 00:00:00.000,1
22509,30,0,0,0,1750,1,6424,0,0,0,0,35,3,0,0,0,6,9,0,NULL,6,2003-01-10 00:00:00.000,1
22513,30,0,0,0,3,0,8396,0,1,0,0,0,0,0,0,0,10,9,3,NULL,1,2003-01-14 00:00:00.000,1
22515,30,2,0,1,173,36,8693,0,45,1,0,36,0,2,0,0,3,3,2,NULL,42,2003-01-14 00:00:00.000,1
22516,30,8,1,1,184,29,8694,0,39,1,0,18,0,1,0,1,2,6,3,NULL,65,2003-01-14 00:00:00.000,1
22607,30,1,75,225,1031,103,8287,1,1682,0,0,1,0,1,0,0,3,5,6,NULL,1050,2003-01-16 00:00:00.000,1
22608,30,0,0,0,3,0,8428,0,1,0,0,0,0,0,0,0,0,2,2,NULL,2,2003-01-16 00:00:00.000,1
22609,30,0,0,0,2,0,8252,0,0,0,0,0,0,0,0,0,0,3,2,NULL,0,2003-01-16 00:00:00.000,1
22615,30,0,0,0,50,0,8095,0,0,0,0,6,0,0,0,0,8,3,0,NULL,2,2003-01-16 00:00:00.000,1
22617,30,15,1,77,1260,535,8131,2,2180,1,0,6,0,1,1,3,8,19,0,NULL,1502,2003-01-16 00:00:00.000,1
22514,30,0,0,0,195,3,8453,0,4,0,0,7,0,0,0,0,2,5,0,NULL,5,2003-01-14 00:00:00.000,1
22610,30,0,0,0,166,0,8107,0,53,0,0,2,0,0,0,0,0,6,0,NULL,299,2003-01-16 00:00:00.000,1
22611,30,0,0,0,0,0,8586,0,0,0,0,0,0,0,0,0,0,4,0,NULL,1,2003-01-16 00:00:00.000,1
22612,30,0,0,0,0,0,8645,0,0,0,0,0,0,0,0,0,0,15,1,NULL,0,2003-01-16 00:00:00.000,1
22614,30,2,0,0,0,0,8121,0,1,0,0,2,0,0,0,3,16,32,10,NULL,3,2003-01-16 00:00:00.000,1
22618,30,0,0,0,3,0,8373,0,0,0,0,0,0,0,0,0,0,3,1,NULL,1,2003-01-16 00:00:00.000,1
22619,30,0,0,0,2,0,8256,0,0,0,0,0,0,0,0,0,0,2,0,NULL,1,2003-01-16 00:00:00.000,1
22624,30,5,72,217,1009,106,8190,0,1708,1,0,4,0,1,0,9,3,5,1,NULL,1082,2003-01-16 00:00:00.000,1
22625,30,0,0,0,131,0,8261,0,43,0,0,3,0,0,0,0,0,9,0,NULL,240,2003-01-16 00:00:00.000,1
22629,30,0,0,0,1,0,8219,0,0,0,0,0,0,0,0,0,0,6,0,NULL,0,2003-01-16 00:00:00.000,1
22630,30,7,86,208,1060,102,8142,2,1747,1,0,5,0,1,0,4,8,6,0,NULL,1223,2003-01-16 00:00:00.000,1
22631,30,0,0,0,2,0,8567,0,2,0,0,0,0,0,0,0,1,7,0,NULL,1,2003-01-16 00:00:00.000,1
22632,30,0,0,0,0,0,8540,0,1,0,0,0,0,0,0,0,0,1,0,NULL,1,2003-01-16 00:00:00.000,1
22633,30,0,0,0,3,0,8421,0,0,0,0,0,0,0,0,0,0,4,1,NULL,1,2003-01-16 00:00:00.000,1
22517,30,9297,0,1019,307,0,7287,1,42599,0,0,628,0,39,2,0,81,187,0,NULL,122,2003-01-16 00:00:00.000,1
22613,30,1,0,0,0,0,8293,0,1,0,0,0,0,0,0,0,24,25,7,NULL,2,2003-01-16 00:00:00.000,1
22620,30,0,0,0,0,0,8262,0,0,0,0,0,0,0,0,0,0,4,0,NULL,0,2003-01-16 00:00:00.000,1
22621,30,0,0,0,0,0,8513,0,0,0,0,0,0,0,0,0,0,1,0,NULL,1,2003-01-16 00:00:00.000,1
22623,30,0,0,0,0,0,8135,0,0,0,0,0,0,0,0,0,1,3,0,NULL,1,2003-01-16 00:00:00.000,1
22634,30,0,0,0,0,0,8530,0,0,0,0,0,0,0,0,0,1,2,0,NULL,1,2003-01-16 00:00:00.000,1
22518,30,6438,6,1651,456,1,6170,2,3381,7,0,470,12,3491,14,16,3175,9147,0,NULL,403,2003-01-16 00:00:00.000,1
22520,30,27698,7,2637,0,5,7415,7,65007,8,1,18,22,370,8,29,203,625,0,NULL,648,2003-01-16 00:00:00.000,1
22519,30,23150,0,1770,0,3,5660,2,45771,3,0,8,0,217,4,32,154,337,0,NULL,256,2003-01-16 00:00:00.000,1
22526,30,31891,5,1770,4,1,7745,8,51781,12,1,171,15,269,6,42,140,335,0,NULL,190,2003-01-16 00:00:00.000,1
22527,30,4364,0,1018,356,5,6183,3,2208,3,0,526,7,2632,9,1359,2622,6725,0,NULL,288,2003-01-16 00:00:00.000,1
22528,30,35866,8,2151,134,1,5378,10,60294,9,1,63,21,210,7,59,126,252,0,NULL,235,2003-01-16 00:00:00.000,1
22636,30,1,75,236,998,101,8030,6,1676,0,0,2,0,1,0,1,6,7,2,NULL,1103,2003-01-21 00:00:00.000,1
22638,30,0,0,0,57150,0,9455,0,0,0,0,0,0,0,0,0,0,7,0,NULL,0,2003-01-21 00:00:00.000,1
22640,30,0,0,0,4,0,8355,0,0,0,0,0,0,0,0,0,0,4,4,NULL,1,2003-01-21 00:00:00.000,1
22641,30,0,0,0,4,0,8186,0,0,0,0,0,0,0,0,0,0,4,0,NULL,1,2003-01-21 00:00:00.000,1
22616,30,2,0,0,1741,1,6359,0,2,0,0,6,33,0,0,0,8,51,0,NULL,8,2003-01-16 00:00:00.000,1
22628,30,0,0,0,3,0,8344,0,0,0,0,0,0,0,0,0,0,2,0,NULL,0,2003-01-16 00:00:00.000,1
22521,30,506,0,843,425,1,7007,4,37244,0,0,95,0,48,5,0,105,247,0,NULL,117,2003-01-16 00:00:00.000,1
22523,30,22196,0,1323,227,0,6748,14,57433,1,0,24,0,104,4,1,75,171,0,NULL,112,2003-01-16 00:00:00.000,1
22639,30,0,0,0,4,0,8366,0,0,0,0,0,0,0,0,0,0,3,1,NULL,2,2003-01-21 00:00:00.000,1
22530,30,730,0,660,287,0,5638,3,31971,0,0,292,0,32,3,73,82,321,0,NULL,164,2003-01-21 00:00:00.000,1
22531,30,2176,20,811,170,3,4362,2,2151,0,0,574,15,3098,13,9,3318,13119,0,NULL,11,2003-01-21 00:00:00.000,1
22532,30,286,0,460,328,0,5066,0,28181,0,0,37,0,22,2,0,80,200,0,NULL,155,2003-01-21 00:00:00.000,1
22535,30,6550,14,1430,465,5,5762,3,3215,8,0,313,18,3233,15,41,2947,7469,0,NULL,242,2003-01-21 00:00:00.000,1
22536,30,509,0,902,300,0,4668,2,35175,0,0,262,0,40,3,0,74,517,0,NULL,110,2003-01-21 00:00:00.000,1
22537,30,284,0,483,216,0,5001,1,28694,0,0,258,0,26,3,0,70,217,0,NULL,185,2003-01-21 00:00:00.000,1
22538,30,280,0,291,144,0,4277,0,18737,0,0,293,0,15,1,0,44,147,0,NULL,2,2003-01-21 00:00:00.000,1
22543,30,4042,12,1102,274,1,4383,1,2480,0,0,611,11,3335,11,361,3574,11422,0,NULL,124,2003-01-21 00:00:00.000,1
22647,30,0,0,0,0,0,8040,0,1,0,0,0,0,0,0,1,1,6,0,NULL,2,2003-01-22 00:00:00.000,1
22649,30,0,0,0,56902,0,9990,0,0,0,0,0,0,0,0,0,0,3,0,NULL,3,2003-01-22 00:00:00.000,1
22622,30,0,0,0,0,0,8592,0,0,0,0,0,0,0,0,0,0,5,0,NULL,1,2003-01-16 00:00:00.000,1
22626,30,0,0,0,3,0,8402,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,2003-01-16 00:00:00.000,1
22627,30,0,0,0,0,0,8320,0,0,0,0,0,0,0,0,0,0,5,0,NULL,0,2003-01-16 00:00:00.000,1
22522,30,607,0,886,477,1,7555,3,37126,0,0,1050,0,50,5,136,132,236,0,NULL,244,2003-01-16 00:00:00.000,1
22524,30,4058,0,757,238,0,6329,31,37870,4,0,27,0,164,7,0,156,257,0,NULL,221,2003-01-16 00:00:00.000,1
22635,30,0,0,0,3,0,8659,0,1,0,0,0,0,0,0,0,10,8,1,NULL,0,2003-01-21 00:00:00.000,1
22644,30,1,0,0,0,0,8143,0,1,0,0,0,0,0,0,0,1,7,0,NULL,9,2003-01-21 00:00:00.000,1
22529,30,47,0,204,197,0,3398,0,17925,0,0,29,0,10,0,0,40,126,0,NULL,9,2003-01-21 00:00:00.000,1
22541,30,37133,8,2130,10,2,5929,9,65624,10,1,57,21,369,8,1937,160,452,0,NULL,228,2003-01-21 00:00:00.000,1
22648,30,262,1,0,57958,0,10042,1,0,0,0,0,0,0,0,0,0,3,0,NULL,4,2003-01-22 00:00:00.000,1
22650,30,256,1,0,56572,0,10036,1,0,0,0,0,0,0,0,0,0,3,0,NULL,2,2003-01-22 00:00:00.000,1
22651,30,266,1,0,56236,0,10396,1,1,0,1,0,0,0,0,1,0,4,0,NULL,2,2003-01-22 00:00:00.000,1
22653,30,255,0,0,56328,0,9827,1,0,0,0,0,0,0,0,0,0,2,0,NULL,2,2003-01-22 00:00:00.000,1
22656,30,0,0,0,28,0,8329,0,14,0,0,4,0,0,0,1,1,2,0,NULL,45,2003-01-22 00:00:00.000,1
22657,30,0,0,0,2,0,8465,0,2,0,0,0,0,0,0,0,11,2,0,NULL,0,2003-01-22 00:00:00.000,1
22525,30,140,0,16,12,25,4468,3,259,1,0,1213,16,33,33,111,460,83,0,NULL,20166,2003-01-16 00:00:00.000,1
22642,30,0,0,0,0,0,8267,0,0,0,0,0,0,0,0,0,0,6,0,NULL,1,2003-01-21 00:00:00.000,1
22643,30,0,0,0,1,0,8446,0,1,0,0,0,0,0,0,0,0,1,0,NULL,1,2003-01-21 00:00:00.000,1
22540,30,4880,13,926,369,5,3785,4,2296,9,0,597,20,2845,13,839,2991,9241,0,NULL,228,2003-01-21 00:00:00.000,1
22542,30,14292,0,629,0,1,3297,0,26857,3,0,24,0,114,3,196,77,167,0,NULL,106,2003-01-21 00:00:00.000,1
22659,30,0,0,0,43,0,7926,0,1,0,0,11,0,0,0,0,3,194,0,NULL,1,2003-01-24 00:00:00.000,1
22660,30,0,0,0,0,0,8202,0,0,0,0,0,0,0,0,0,0,2,0,NULL,1,2003-01-23 00:00:00.000,1
22661,30,0,0,0,4,0,8082,0,0,0,0,0,0,0,0,0,0,5,0,NULL,1,2003-01-23 00:00:00.000,1
22662,30,0,0,0,0,0,8280,0,0,0,0,0,0,0,0,2,0,4,0,NULL,0,2003-01-23 00:00:00.000,1
22663,30,1,0,0,0,0,8385,0,0,0,0,0,0,0,0,0,0,2,0,NULL,1,2003-01-23 00:00:00.000,1
22665,30,272,1,0,56144,0,10904,1,0,0,1,0,0,0,0,0,0,12,0,NULL,2,2003-01-28 00:00:00.000,1
22666,30,267,1,1,57162,0,10521,1,0,0,0,0,0,0,0,0,0,8,0,NULL,2,2003-01-28 00:00:00.000,1
22667,30,0,0,0,56519,0,9777,0,0,0,0,0,0,0,0,0,0,9,0,NULL,1,2003-01-28 00:00:00.000,1
