ID,testID,narrative,major,minor,trace
40111,180,"   ",20,22,24
40173,180,"  ",20,22,21
40339,180,"NO UNUSUAL CONTAMINANTS DETECTED ",26,22,25
40362,180," SOME COPPER ALLOY PARTICLES   ",20,22,21
40533,240,"METALLICS MOSTLY WHITE METAL-SOME COPPER ALLOY METALLICS-RED AND BLACK OXIDES AND MOLYDISULFIDE PRESENT   ",42,43,41
40535,240,"SOME CUTTING WEAR PARTICLES - METALLICS MOSTLY WHITE METAL-SOME COPPER ALLOY METALLICS-RED AND BLACK OXIDES AND MOLYDISULFIDE PRESENT  ",42,38,43
40562,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",25,26,22
40577,180,"  ",20,24,22
40621,180,"CUTTING WEAR PARTICLES - SOME COARSE SLIDING WEAR PARTICLES   ",20,21,22
40655,180,"SOME COPPER ALLOY PARTICLES   ",20,22,21
40720,180,"SOME COPPER ALLOY PARTICLES PRESENT   ",20,24,21
40740,180,"A FEW COPPER ALLOY PARTICLES AND MOLY DETECTED  ",25,22,21
40741,180,"A FEW COPPER ALLOY PARTICLES DETECTED. ",22,25,21
40742,180,"A FEW COPPER ALLOY PARTICLES DETECTED  ",25,22,21
40743,180,"  ",25,22,28
43264,240,"A FEW WHITE METALS PRESENT. SOME EVIDENCE OF SLIGHT POSSIBLE OVERHEATING. A FEW COPPER ALLOY PARTICLES. IMAGE TAKEN  ",33,58,39
43326,180,"SOME MOLY PRESENT - METALLICS MOSTLY WHITE METAL    ",20,21,24
43331,180,"  ",20,22,28
43339,180,"METALLICS MOSTLY WHITE METAL   ",20,22,21
43349,180,"     ",22,23,61
43373,180,"  ",24,22,21
43379,180,"METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES   ",20,22,21
43384,180,"  SAMPLE SIZE USED WAS 50 ML - METALLICS CONSISTING OF MOSTLY WHITE METAL PARTICLES. A FEW COPPER ALLOY PARTICLES  ",20,165,21
43425,180,"  ",20,165,22
43460,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,21,24
43492,180,"SOME COPPER ALLOY PARTICLES PRESENT  ",25,22,21
43493,180,"COPPER ALLOY PARTICLES    ",22,25,21
43506,180,"A FEW COPPER ALLOY PARTICLES PRESENT.
SAND AND DIRT  ",20,21,25
43511,180,"METALLICS MOSTLY WHITE METAL   ",20,22,21
43539,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,21
43540,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,21
43541,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",22,61,23
43542,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,21
43574,180,"METALLICS MOSTLY WHITE METAL. A FEW MOLYDISULFIDE AND COPPER ALLOY PARTRICLES DETECTED. SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. A FEW RED AND BLACK OXIDES PRESENT.
 ",20,22,21
43580,240," ",58,33,32
43616,180,"METALLICS CONSISTING OF MOSTLY WHITE METAL PARTICLES. A FEW CUTTING WEAR PARTICLES DETECTED.    ",20,165,21
43619,180,"METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES.SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING AND RED/BLACK OXIDES PRESENT.   ",20,22,21
43631,180,"METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES DETECTED. SOME EVIDENCE OF POSSIBLE OVERHEATING.    ",20,22,28
43638,180,"NO UNUSUAL CONTAMINANTS DETECTED ",61,22,23
43639,180,"  ",20,22,21
43640,180,"POSSIBLE SLIGHT OVERHEATING. A FEW SLIDING AND CUTTING WEAR PARTICLES DETECTED. SOME MOLY, RED AND BLACK OXIDE PRESENT. 
",20,22,21
43641,180,"some black oxides present  ",20,22,21
43653,180,".45 uM FILTER PAPER USED. 150ml SAMPLE.
MAJOR APPEARS TO BE OIL.
METALLICS , WHITE METALS.SLIGHT POSSIBLE OVERHEATING. A FEW RED OXIDES AND MOLYDISULFIDE PRESENT. IMAGE TAKEN.",165,165,21
43657,240," ",58,59,32
43665,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,165
43683,180,"METALLICS MOSTLY WHITE METAL PARTICLES. FEW BLACK OXIDES PRESENT.  ",20,22,21
43691,180,"SOME MOLY - SOME METALLICS MOSTLY WHITE METAL ",20,22,21
43691,240,"  METALLICS MOSTLY WHITE METAL. A FEW SLIDING WEAR PARTICLES. MOLYDISULFIDE PRESENT. BLACK AND RED OXIDES DETECTED. SOME COPPER ALLOY. SAND AND DIRT.  ",31,33,32
43697,180,"METALLICS AND COPPER ALLOY PRESENT.SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. DETECTED A FEW CUTTING AND SLIDING WEAR PARTICLES. BLACK OXIDES AND VERY FEW RED OXIDES.   ",20,22,28
43702,180,"50 ML OF SAMPLE USED.  METALLICS CONSISTING OF MOSTLY WHITE METALS - CUTTING WEAR AND SLIDING WEAR PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. A FEW COPPER ALLOY DETECTED.   ",20,165,21
43706,180," CUTTING AND SLIDING WEAR DETECTED. COPPER ALLOY PARTICLES. A FEW MOLYDISULIDE PRESENT. SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. 2 IMAGES TAKEN.  ",20,21,22
43740,180,"METALLICS CONSISTING OF WHITE AND COPPER ALLOY PARTICLES - SOME CUTTING WEAR AND SLIDING WEAR PARTICLES PRESENT - SOME MOLY PRESENT   ",20,21,61
43743,180,"A FEW COPPER ALLOY PARTICLES PRESENT   ",20,22,28
43751,180,"SOME MOLY PRESENT - METALLICS MOSTLY WHITE METAL - SOME COPPER ALLOY PARTICLES PRESENT   ",20,21,22
43752,180,"METALLICS MOSTLY WHITE METAL   ",20,22,21
43760,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,165
43779,180," METALLICS MOSTLY WHITE METAL.
VERY FEW BLACK OXIDES AND RED OXIDES DETECTED. 50ml OF SAMPLE USED. ",20,22,21
43797,240,"CUTTING WEAR PARTICLES WAS DETECTED. SOME RED AND BLACK OXIDES AND A FEW MOLYDISULFIDE ARE PRESENT. POSSIBLE SLIGHT OVERHEATING. IMAGES TAKEN.

 ",33,58,32
43798,240,"CUTTING WEAR,SLIDING WEAR AND SLIGHT POSSIBLE OVERHEATING WAS DETECTED. A FEW COPPER ALLOY AND MOLYDISULFIDE PRESENT.   ",36,32,33
43799,240,"1.2uM FILTER USED.  0.5126 GMS. COPPER ALLOY PARTICLES AND SLIDING WEAR PRESENT. SOME WHITE METALS DETECTED. POSSIBLE SLIGHT OVERHEATING OCCURED. WHAT APPEARS TO BE CONTAMINANT SPHERES AT RANDOM. ",37,34,38
43800,180," 50ML OF SAMPLE USED. METALLICS CONSISTING OF MOSTLY WHITE METALS - CUTTING WEAR AND SLIDING WEAR PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. A FEW COPPER ALLOY DETECTED.  IMAGE TAKEN",20,165,21
43801,180,"SEVERAL CUTTING WEAR PARTICLES DETECTED. A FEW MOLYDISULIDE PRESENT.
IMAGE TAKEN. SOME BLACK AND RED OXIDES.  ",20,22,21
43805,240,"NON FERROUS METAL COPPER ALLOY. SOME EVIDENCE OF POSSIBLLE SLIGHT OVERHEATING. THIN CUTTING WEAR PRESENT,SCATTERED OVER PATCH. BLACK AND RED OXIDES DETECTED.
 ",37,32,39
43832,240,"SLIDING WEAR AND COPPER ALLOY PRESENT.  A FEW MOLY. EVIDENCE OF SOME POSSIBLE SLIGHT OVERHEATING. A FEW FIBERS NOTED.
SAMPLE WEIGHT 0.0245 IMAGE TAKEN  ",36,32,37
43880,180,"SOME MOLY PRESENT ",26,25,22
43907,180,"SOME MOLY PRESENT - METALLICS MOSTLY WHITE METAL   ",20,21,22
43908,180,"SOME METALLICS MOSTLY WHITE METAL ",20,22,61
43919,180,"SOME METALLICS MOSTLY WHITE METAL.
  ",20,22,21
43984,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,61,21
43985,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,26,24
43986,180,"NO UNUSUAL CONTAMINANTS DETECTED  ",26,22,21
43987,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",22,26,23
43988,240,"METALLICS CONSIST MOSTLY OF WHITE METAL - A FEW NON FERROUS COPPER ALLOY PARTICLES PRESENT - A FEW SLIDING AND CUTTING WEAR PARTICLES PRESENT ",37,35,32
43991,180,"SOME METALLICS MOSTLY WHITE METAL. 50ml OF SAMPLE USED. IMAGE TAKEN  ",20,22,24
44004,180," SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. A FEW COPPER ALLOY AND FIBERS DETECTED. SOME METAIILCS PRESENT. 50 ml OF SAMPLE USED. IMAGED TAKEN.",20,165,28
44014,180,METALLICS MOSTLY WHITE METAL. A FEW CUTTING WEAR PARTICLES DETECTED. SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. 50ml SAMPLE USED. IMAGE TAKEN,20,22,26
44023,240,"SAMPLE WT. 0.0876
RED AND BLACK OXIDES PRESENT. WHITE METALS MOSTLY MOLY PARTICLES.  FEW LAMINARS AND SOME CUTTING WEAR. COPPER ALLOY DETECTED. A SMALL AMOUNT OF SHERES. IMAGE TAKEN.   ",37,33,39
44028,180,"NO UNUSUAL CONTAMINANTS DETECTED    ",22,61,21
44029,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",61,22,21
44030,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",61,22,21
44031,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",61,22,23
44063,180," SLIDING WEAR AND COPPER ALLOY DETECTED. SOME POSSIBLE SLIGHT OVERHEATING. MOLY ALSO PRESENT. IMAGE TAKEN  ",20,22,21
44065,180,"SAND AND DIRT, A FEW COPPER ALLOY PARTICLES. SLIDING AND CUTTING DETECTED. SPHERES ARE ALSO PRESENT. SOME POSSIBLE SLIGHT OVERHEATING.
IMAGE TAKEN    ",25,22,21
44066,180,"WHITE METALS MOSTLY METALLICS , SOME MOLY PRESENT. CUTTING AND SLIDING WEAR DETECTED. A FEW COPPER ALLOY PARTICLES. A FEW SPHERES NOTED.SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. IMAGE TAKEN   ",22,25,21
44067,180,"VERY FEW MOLYDISULFIDE PRESENT.  ",25,22,21
44068,180,SOME MOLY DETECTED. A FEW CUTTING WEAR PARTICLES PRESENT. SOME SLIGHT POSSIBLE OVERHEATING.,26,22,25
44069,180,"WHITE METALS MOSTLY MOLY AND SOME LAMINAR. COPPER ALLOY PRESENT. A FEW CUTTING AND SLIDING WEAR DETECTED. SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. FIBERS ALSO DETECTED. IMAGE TAKEN  ",26,25,28
44070,180," A FEW SLIDING AND CUTTING WEAR DETECTED. SOME POSSIBLE SLIGHT OVERHEATING. MOLY PRESENT.
IMAGE TAKEN ",25,26,22
44080,180,"A FEW CUTTING WEAR AND SPHERES DETECTED.  ",28,25,22
44081,180,"SOME RED OXIDES - SOME MOLY DETECTED - SOME METALLICS MOSTLY WHITE METAL - A FEW COPPER ALLOY PARTICLES PRESENT  ",24,22,26
44082,180,"A FEW OPAQUE SPHERES RANGING FROM 10 TO 30 uM IN SIZE - A FEW METALLICS MOSTLY WHITE METAL ",25,22,28
44083,180," SOME MOLY AND METALLICS PRESENT - METALLICS MOSTLY WHITE METAL - ",24,22,23
44084,180,"SOME MOLY PRESENT - SOME METALLICS COMSISTING OF MOSTLY WHITE METAL - A FEW BLACK SPHERES RANGING FROM 5 TO 50 uM IN SIZE.  ",25,26,22
44085,180,"SOME MOLY PRESENT - SOME METALLICS CONSISTING OF MOSTLY WHITE METAL - A FEW BLACK SPHERES RANGING FROM 5 TO 40 uM IN SIZE.  ",22,25,26
44092,180,"WHITE METALS MOSTLY METALLICS WITH SOME MOLY PRESENT.CUTTING AND SLIDING WEAR PARTICLES.  A VERY FEW COPPER ALLOY DETECTED. BLACK OXIDES NOTED. IMAGE TAKEN  ",20,21,22
44093,180," WHITE METALS MOSTLY METALLICS A FEW MOLY. CUTTING AND SLIDDING WEAR PARTICLES PRESENT. POSSIBLE SLIGHT OVERHEATING. SMALL AMOUNT OF FIBERS. ",20,27,24
44161,180,"HUGE MASSES OF BLACK AND RED OXIDES WITH METALLICS ENBEDDED. SOME SLIDDING WEAR. USED 50ML OF SAMPLE.  2 IMAGES TAKEN ",25,22,21
44202,180,"SOME METALLICS MOSTLY WHITE METAL.  ",20,22,21
44208,180,"SAMPLE SIZE USED WAS 50 ML - METALLICS CONSISTING OF MOSTLY WHITE METALS -  MOSTLY LAMINARS - A FEW CUTTING WEAR AND SLIDING WEAR PARTICLES ",20,165,21
44213,240,"SAMPLE WT 0.0572  COPPER ALLOY PRESNT. SOME EVEDIENCE OF SLIGHT POSSIBLE OVERHEATING.
2 IMAGES TAKEN",59,39,34
44216,180,METALLICS MOSTLY WHITE METAL. A FEW CUTTING WEAR PARTICLES DETECTED. COPPER ALLOY PARTICLES PRESENT. IMAGE TAKEN,20,22,21
44238,240,"CUTTING AND SLIDDING WEAR PRESENT. DETECTED COPPER ALLOY PARTICLES. FIBERS AND DIRT. RED OXIDES AND MOLY DETECTED. 2 IMAGES TAKEN ",42,43,41
44239,240,"FIBERS, RED AND BLACK OXIDES DETECTED. CUTTING AND SLIDDING WEAR. SOME COPPER ALLOY PRESENT. 
IMAGE TAKEN",42,43,41
44247,240,"FIBERS AND DIRT. RED OXIDES AND MOLY DETECTED - SOME SLIDING WEAR PARTICLES - SOME COPPER ALLOY PARTICLES PRESENT - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING - 2 IMAGES TAKEN  ",42,43,41
44248,240,"FIBERS, RED AND BLACK OXIDES DETECTED - SOME SLIDING WEAR PARTICLES - SOME COPPER ALLOY PARTICLES PRESENT - IMAGE TAKEN ",42,43,41
44253,240,"FIBERS AND DIRT.RED/BLACK OXIDES AND MOLY DETECTED.SOME SLIDING AND CUTTING WEAR PARTICLES - SOME COPPER ALLOY PARTICLES PRESENT.
2 IMAGES TAKEN",42,43,41
44254,240,"RED OXIDES DETECTED - SLIDING AND CUTTING WEAR PARTICLES - SOME COPPER ALLOY PARTICLES PRESENT - 2 IMAGES TAKEN  ",42,43,41
44257,240,"FIBERS AND DIRT - RED OXIDES AND MOLY DETECTED -SOME SLIDING WEAR PARTICLES - IMAGE TAKEN  ",42,41,43
44258,240,"SOME SLIDING WEAR PARTICLES - A FEW COPPER ALLOY PARTICLES - FIBERS AND BLACK OXIDES - HIGH DEGREE OF MOLY AND RED OXIDES NOTED - IMAGES TAKEN ",42,43,41
44259,240,"A FEW SLIDING WEAR PARTICLES - A FEW CUTTING WEAR PARTICLES - SOME MOLY - IMAGE TAKEN ",162,33,36
44260,240,"A FEW SLIDING WEAR PARTICLES - SOME RED AND BLACE OXIDES - SOME MOLY AND FIBERS - A FEW COPPER ALLOY PARTICLES PRESENT - IMAGE TAKEN ",162,42,43
44261,180,"   50 ML SAMPLE WEIGHT 
SOME MOLY AND DIRT PRESENT.",27,25,22
44262,180," 50 ML SAMPLE WEIGHT - SOME MOLY PRESENT - A FEW BLACK SPHERES PRESENT - SLIGHT AMOUNT OF RED OXIDES PRESENT ",26,24,22
44263,180,"50 ML SAMPLE WEIGHT - SOME MOLY PRESENT - A FEW BLACK SPHERES - A FEW RED OXIDES ",24,22,26
44264,180,"50 ML SAMPLE WEIGHT - SOME FIBERS AND MOLY PRESENT - A FEW BLACK SPHERES PRESENT - A FEW RED OXIDES PRESENT ",26,24,21
44265,180,"55 ML SAMPLE WEIGH - A FEW RED OXIDES PRESENT ",165,22,24
44267,180,"50 ML SAMPLE WEIGHT - METALLICS BOTH WHITE METAL AND COPPER ALLOY - METALLICS CONSISTING OF LAMINARS AND CUTTING WEAR PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",25,27,21
44270,240,"A FEW COPPER ALLOY PARTICLES DETECTED. SOME RED AND BLACK OXIDES. FIBERS- SLIGHTLY POSSIBLE OVERHEATING. A FEW SPHERES DETECTED AND WHAT APPEARS TO BE NONMETALLIC CRYSTALLINE PRESENT.
4 IMAGES TAKEN",32,43,42
44272,240," A FEW SLIDING AND CUTTING WEAR PARTICLES. SOME MOLY AND RED OXIDES. SHINEY METALS APPEAR TO BE FINE LAMINAR PARTICLES. COPPER ALLOY DETECTED. IMAGE TAKEN  ",162,33,35
44273,240,"A FEW SLIDING  AND CUTTING WEAR PARTICLES PRESENT. SOME RED OXIDES AND FIBERS. COPPER ALLOY PARTICLES PRESENT. SHINEY METALS APPEAR TO BE FINE LAMINAR PARTICLES. IMAGE TAKEN  ",162,32,35
44292,240,SLIDING AND CUTTING WEAR PARTICLES DETECTED. RED AND BLACK OXIDES. COPPER ALLOY PRESENT. FIBERS AND DIRT. 2 IMAGES TAKEN,162,42,35
44293,240,"SLIDING AND CUTTING WEAR PARTICLES PRESENT. SOME RED AND BLACK OXIDES. COPPER ALLOY PARTICLES DETECTED. SOME SLIGHT POSSIBLE OVERHEATING.
2 IMAGES TAKEN",162,33,32
44327,180,"NO UNUSUAL CONTAMINANTS DETECTED   ",23,22,61
44328,180," NO UNUSUAL CONTAMINANTS DETECTED   ",24,22,26
44350,240,"COPIOUS AMOUNTS OF MOLY AND BLACK AND RED OXIDES PRESENT AS WELL AS FIBERS AND CLEAR SPHERES - MODERAT AMOUNT OF SAND AND DIRT PRESENT - A FEW COPPER ALLOY PARTICLES - SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING ",42,44,43
44351,240,"COPIOUS AMOUNTS OF MOLY PRESENT - MODERATE AMOUNT OF BLACK AND RED OXIDES PRESENT AS WELL AS FIBERS AND CLEAR SPHERES - SOME CUTTING AND SLIDING WEAR PARTICLES - A FEW COPPER ALLOY PARTICLES  ",162,42,41
44352,240,"MOLY PRESENT - BLACK AND RED OXIDES PRESENT AS WELL AS FIBERS AND CLEAR SPHERES - SOME SLIDING WEAR PARTICLES - MODERATE AMOUNT OF FINE CUTTING WEAR PARTICLES - A FEW COPPER ALLOY PARTICLES ",162,41,42
44356,180,"BLACK AND RED OXIDES PRESENT. SOME METALLICS - WHITE METAL ",20,21,22
44374,180," A FEW RED AND BLACK OXIDES DETECTED. ",20,165,22
44375,180,WHITE METALS MOSTLY METALLICS AND SOME MOLY PRESENT. SOME EVIDENCE OF SLIGHT POSSIBLE OVERHEATING. IMAGE TAKEN,26,25,21
44380,180,"METALLICS MOSTLY WHITE METAL, SOME MOLY PRESENT.SOME COPPER ALLOY PARTICLES. EVIDENCE OF SLIGHT POSSIBLE OVERHEATING. RED AND BLACK OXIDES. CUTTING AND SLIDING DETECTED. IMAGE TAKEN ",20,22,21
44381,240,"A FEW COPPER ALLOY PARTICLES DETECTED. SLIDING AND CUTTING WEAR.  IMAGE TAKEN ",162,37,36
44382,240,RED AND BLACK OXIDES DETECTED. FIBERS  AND A FEW COPPER ALLOYS.  SOME OF POSSIBLE SLIGHT OVERHEATING. IMAGE TAKEN,41,43,44
44384,240,"LAMINAR WEAR INCLUDING SLIDING AND CUTTING PARTICLES. COPPER ALLOY DETECTED. SLIGHT POSSIBLE OVERHEATING.  2 IMAGES TAKEN ",32,33,36
44385,240,LAMINAR PARTICLES PRESENT - CUTTING AND SLIDING WEAR. A FEW RED AND BLACK OXIDES DETECTED. FIBERS AND A FEW COPPER ALLOYS. 4 IMAGES TAKEN,32,43,44
44386,240," LAMINAR WEAR INCLUDING SLIDING AND CUTTING PARTICLES. A FEW COPPER ALLOY PARTICLES DETECTED. 2 IMAGE TAKEN",162,33,36
44387,240," LAMINAR WEAR INCLUDING SLIDING AND CUTTING PARTICLES.  FEW COPPER ALLOY DETECTED. RED AND BLACK OXIDES PRESENT. SLIGHT POSSIBLE OVERHEATING. 2 IMAGES TAKEN ",162,43,33
44388,240," CUTTING AND SLIDING WEAR PRESENT. COPPER ALLOY PARTICLES. FINE WEAR DEBRIS AND FIBERS.RED AND BLACK OXIDES. 3 IMAGE TAKEN",41,42,37
44389,240,SLIDING AND CUTTING WEAR PARTICLES DETECTED.RED OXIDES AND MOLY PRESENT. COPPER ALLOY PARTICLES. FIBERS AND DIRT. SOME EVIDENCE OF POSSIBLE SLIGHT OVERHEATING 2 IMAGES TAKEN,41,162,42
44390,240,"LAMINAR WEAR APPEAR TO BE CUTTING AND SLIDING WEAR PARTICLES. COPPER ALLOY PARTICLES PRESENT.BLACK OXIDES, DIRT AND A FEW MOLY DETECTED. EVIDENCE OF POSSIBLE SLIGHT OVERHEATING. 3 IMAGES TAKEN  ",32,34,33
